108 45 103 48 101 93 108 108
108 65 103 4 101 69 108 108
108 68 103 8 101 76 108 108
108 10 103 84 101 94 108 108
108 22 103 37 101 59 108 108
108 88 103 7 101 95 108 108
108 89 103 9 101 98 108 108
108 13 103 59 101 72 108 108
108 66 103 24 101 90 108 108
108 47 103 25 101 72 108 108
108 82 103 6 101 88 108 108
108 26 103 73 101 99 108 108
108 10 103 21 101 31 108 108
108 81 103 6 101 87 108 108
108 80 103 16 101 96 108 108
108 65 103 19 101 84 108 108
108 89 103 2 101 91 108 108
108 30 103 20 101 50 108 108
108 20 103 15 101 35 108 108
108 40 103 33 101 73 108 108
108 66 103 10 101 76 108 108
108 58 103 33 101 91 108 108
108 32 103 24 101 56 108 108
108 36 103 63 101 99 108 108
108 76 103 19 101 95 108 108
108 56 103 29 101 85 108 108
108 35 103 1 101 36 108 108
108 1 103 37 101 38 108 108
108 54 103 6 101 60 108 108
108 39 103 41 101 80 108 108
108 18 103 80 101 98 108 108
108 5 103 43 101 48 108 108
108 59 103 32 101 91 108 108
108 2 103 66 101 68 108 108
108 42 103 58 101 100 108 108
108 36 103 39 101 75 108 108
108 12 103 47 101 59 108 108
108 83 103 1 101 84 108 108
108 15 103 54 101 69 108 108
108 13 103 43 101 56 108 108
108 85 103 12 101 97 108 108
108 69 103 7 101 76 108 108
108 69 103 16 101 85 108 108
108 4 103 77 101 81 108 108
108 53 103 41 101 94 108 108
108 79 103 16 101 95 108 108
108 21 103 59 101 80 108 108
108 24 103 14 101 38 108 108
108 86 103 1 101 87 108 108
108 50 103 6 101 56 108 108
108 42 103 36 101 78 108 108
108 65 103 32 101 97 108 108
108 70 103 1 101 71 108 108
108 51 103 37 101 88 108 108
108 35 103 49 101 84 108 108
108 94 103 4 101 98 108 108
108 99 103 1 101 100 108 108
108 43 103 14 101 57 108 108
108 22 103 74 101 96 108 108
108 1 103 11 101 12 108 108
108 44 103 24 101 68 108 108
108 60 103 3 101 63 108 108
108 99 103 1 101 100 108 108
108 63 103 36 101 99 108 108
108 95 103 4 101 99 108 108
108 68 103 19 101 87 108 108
108 47 103 36 101 83 108 108
108 21 103 51 101 72 108 108
108 28 103 15 101 43 108 108
108 42 103 2 101 44 108 108
108 37 103 11 101 48 108 108
