109 1 104 0 102 1 109 109
109 2 104 0 102 2 109 109
109 2 104 1 102 3 109 109
109 3 104 0 102 3 109 109
109 3 104 1 102 4 109 109
109 3 104 2 102 5 109 109
109 4 104 0 102 4 109 109
109 4 104 1 102 5 109 109
109 4 104 2 102 6 109 109
109 4 104 3 102 7 109 109
109 5 104 0 102 5 109 109
109 5 104 1 102 6 109 109
109 5 104 2 102 7 109 109
109 5 104 3 102 8 109 109
109 5 104 4 102 9 109 109
109 6 104 0 102 6 109 109
109 6 104 1 102 7 109 109
109 6 104 2 102 8 109 109
109 6 104 3 102 9 109 109
109 6 104 4 102 10 109 109
109 6 104 5 102 11 109 109
109 7 104 0 102 7 109 109
109 7 104 1 102 8 109 109
109 7 104 2 102 9 109 109
109 7 104 3 102 10 109 109
109 7 104 4 102 11 109 109
109 7 104 5 102 12 109 109
109 7 104 6 102 13 109 109
109 8 104 0 102 8 109 109
109 8 104 1 102 9 109 109
109 8 104 2 102 10 109 109
109 8 104 3 102 11 109 109
109 8 104 4 102 12 109 109
109 8 104 5 102 13 109 109
109 8 104 6 102 14 109 109
109 8 104 7 102 15 109 109
109 9 104 0 102 9 109 109
109 9 104 1 102 10 109 109
109 9 104 2 102 11 109 109
109 9 104 3 102 12 109 109
109 9 104 4 102 13 109 109
109 9 104 5 102 14 109 109
109 9 104 6 102 15 109 109
109 9 104 7 102 16 109 109
109 9 104 8 102 17 109 109
109 10 104 0 102 10 109 109
109 10 104 1 102 11 109 109
109 10 104 2 102 12 109 109
109 10 104 3 102 13 109 109
109 10 104 4 102 14 109 109
109 10 104 5 102 15 109 109
109 10 104 6 102 16 109 109
109 10 104 7 102 17 109 109
109 10 104 8 102 18 109 109
109 10 104 9 102 19 109 109
109 11 104 0 102 11 109 109
109 11 104 1 102 12 109 109
109 11 104 2 102 13 109 109
109 11 104 3 102 14 109 109
109 11 104 4 102 15 109 109
109 11 104 5 102 16 109 109
109 11 104 6 102 17 109 109
109 11 104 7 102 18 109 109
109 11 104 8 102 19 109 109
109 11 104 9 102 20 109 109
109 11 104 10 102 21 109 109
109 12 104 0 102 12 109 109
109 12 104 1 102 13 109 109
109 12 104 2 102 14 109 109
109 12 104 3 102 15 109 109
109 12 104 4 102 16 109 109
109 12 104 5 102 17 109 109
109 12 104 6 102 18 109 109
109 12 104 7 102 19 109 109
109 12 104 8 102 20 109 109
109 12 104 9 102 21 109 109
109 12 104 10 102 22 109 109
109 12 104 11 102 23 109 109
109 13 104 0 102 13 109 109
109 13 104 1 102 14 109 109
109 13 104 2 102 15 109 109
109 13 104 3 102 16 109 109
109 13 104 4 102 17 109 109
109 13 104 5 102 18 109 109
109 13 104 6 102 19 109 109
109 13 104 7 102 20 109 109
109 13 104 8 102 21 109 109
109 13 104 9 102 22 109 109
109 13 104 10 102 23 109 109
109 13 104 11 102 24 109 109
109 13 104 12 102 25 109 109
109 14 104 0 102 14 109 109
109 14 104 1 102 15 109 109
109 14 104 2 102 16 109 109
109 14 104 3 102 17 109 109
109 14 104 4 102 18 109 109
109 14 104 5 102 19 109 109
109 14 104 6 102 20 109 109
